filter_company,date,filter_employee_title,filter_city,filter_country,employee_status,review_title,weight,metric_rating_overall,metric_rating_balance,metric_rating_culture,metric_rating_career,metric_rating_comp,metric_rating_mgmt,review_title_knowledge,review_title_power,review_title_respect,review_title_trust,review_title_social_support,review_title_romance,review_title_similarity,review_title_identity,metric_review_title_fun,review_title_conflict,pros_knowledge,pros_power,pros_respect,pros_trust,pros_social_support,pros_romance,pros_similarity,pros_identity,pros_fun,pros_conflict,cons_knowledge,cons_power,cons_respect,cons_trust,cons_social_support,cons_romance,cons_similarity,cons_identity,cons_fun,cons_conflict
starbucks,2019-12,Store Manager,,,Current Employee,Amazing,3,4,4,5,5,5,5,0.4997547865,0.500356555,0.5417160392,0.4940145314,0.4888603985,0.527325809,0.5038596988,0.4646515846,0.6751697659,0.437479943,0.7533147931,0.3024069369,0.2858221829,0.8524638414,0.3423900008,0.005037012044,0.5340296626,0.4410175085,0.5674669743,0.0308613684,0.5587602854,0.3084905446,0.385915637,0.04334398359,0.5751196146,0.0009410398197,0.3126779199,0.3386869133,0.2951836884,0.1518407166
starbucks,2019-12,Shift Supervisor,"Evansville, IN",United States,Former Employee,Pretty good college job,3,4,5,5,4,3,4,0.3927896023,0.4005822837,0.5237327814,0.553976953,0.5830582976,0.2513869107,0.5084608197,0.451346308,0.7612214088,0.4032977223,0.7218280435,0.5318057537,0.5380828977,0.588602066,0.602394402,0.003541672137,0.3629873097,0.336304903,0.5908697844,0.01197819039,0.9847474098,0.01487243455,0.07410913706,7.31E-07,0.1301526874,0.004189902451,0.1042353362,0.3389333189,0.3219206631,0.02050202899
starbucks,2019-12,Barista,"Mississauga, ON",Canada,Former Employee,"Best out of the Retail Sector, but Still Not Good Enough",3,3,,,,,,0.5285720229,0.5299886465,0.2564389706,0.5911634564,0.5142339468,0.006339522544,0.5063086152,0.4646435678,0.5509895086,0.3385270834,0.6370126605,0.4513183832,0.4062671363,0.1313880086,0.5902178288,0.01264789049,0.2827188373,0.3840024769,0.4635571539,0.05137224868,0.5100710988,0.1870973408,0.5662627816,0.6783054471,0.5773878098,0.0710349381,0.3266399801,0.475438416,0.3284389079,0.02451180294
starbucks,2019-12,Barista,,,Current Employee,4 years experience-great part-time job,3,5,,,,,,0.598329246,0.5182517171,0.478364259,0.4108000696,0.4588872194,0.2080933899,0.4208987355,0.4178547561,0.4051277339,0.3431226015,0.9941376448,0.09657981992,0.1195284203,2.51E-06,0.9770085216,0.0002678768651,0.01301284507,0.3374600112,0.02055762149,0.001930965576,0.7203419209,0.5427385569,0.4829523563,0.8319638968,0.2743594944,0.01049537398,0.4197941124,0.4897327125,0.3163252473,0.4506108761
starbucks,2019-12,Shift Supervisor,,,Former Employee,Loved it,3,5,4,5,4,4,5,0.4533287287,0.4708252549,0.5604076982,0.5291137099,0.4730539918,0.7327324748,0.4926914573,0.4822967052,0.735240519,0.3608210683,0.7804584503,0.02842746302,0.2941652238,0.8329915404,0.7734557986,0.009852502495,0.7888196111,0.2188222706,0.6575226784,0.004113263916,0.9889931083,0.05598397925,0.08582215756,8.28E-07,0.4528912902,0.04939777777,0.008508896455,0.1757097244,0.5598314404,0.003653451568
starbucks,2019-12,Batista,Goregaon,,Former Employee,Great place to learn how to interact with new people,4,5,3,5,2,2,3,0.7171231508,0.3903519809,0.470315218,0.7580627799,0.5741264224,0.02741220966,0.5370756984,0.4492411315,0.3556312323,0.01661030576,0.5485136509,0.5560957789,0.4246224165,0.2612804472,0.4245511591,0.01643162966,0.4044522345,0.396718204,0.6650846601,0.3098994792,0.8081320524,0.5403623581,0.2120596915,0.01800361089,0.1038949713,0.009333492257,0.1878667176,0.4225238562,0.3649623096,0.3837836385
starbucks,2019-12,,,,,"Fun Coffee Making, Questionable Staff; Safeway Starbucks",5,4,,,,,,0.6196271777,0.3487693667,0.4439320266,0.1501216441,0.4174811244,0.003795007011,0.3580109477,0.4381672144,0.9102455378,0.2377929091,0.5296977758,0.3875240684,0.8359675407,0.8436843753,0.7402034402,0.008486888371,0.4798250794,0.328477174,0.5101603866,0.005275657866,0.8699450493,0.542085886,0.09695913643,8.05E-07,0.5652825236,0.02655409835,0.007864262909,0.3581002653,0.4592847526,0.05295882374
starbucks,2019-12,Barista,,,Former Employee,Fun experience,5,4,4,5,4,5,5,0.5145835876,0.4900572598,0.5326232314,0.5009211898,0.4876938462,0.5145258307,0.5035714507,0.4606660903,0.9360939264,0.371607095,0.4609281421,0.2755587995,0.6186926961,0.4593546093,0.5571441054,0.09808434546,0.420491457,0.4036276639,0.9726718664,0.1667862535,0.577350378,0.5821542144,0.478687942,0.6662624478,0.5300711989,0.3643392026,0.4488018751,0.4969096482,0.4480603933,0.1472791135
starbucks,2019-12,Starbucks Shift Lead,,,Former Employee,Every store is different,4,4,,,,,,0.540282011,0.4740130901,0.3749867082,0.4832022786,0.4626328051,0.3466841877,0.5309541225,0.5398617983,0.4916682541,0.348834753,0.5499068499,0.4367427826,0.552892983,0.5575746298,0.59239465,0.007780458312,0.4793682694,0.5206347108,0.2577697933,0.08523675054,0.4987096786,0.3102583289,0.3851551414,0.3582058549,0.4965931177,0.007754612714,0.4969409704,0.4785365462,0.328312695,0.6022409201
starbucks,2019-12,Barista,,,Former Employee,Positive Experience,4,4,,,,,,0.5270060897,0.5226531625,0.5642943382,0.4965424538,0.4951331317,0.3088609874,0.5077299476,0.4828772843,0.4602563381,0.4042562842,0.4737290442,0.2703445554,0.7850768566,0.7731509805,0.7109729052,0.002351003932,0.5212305188,0.4219772816,0.4350343943,0.03315626085,0.9189870954,0.0134348385,0.1122234985,0.8300676346,0.08749826252,0.00840194989,0.3465002775,0.4260577261,0.3342431784,0.0223494079
starbucks,2019-12,Store Manager,"Tsawwassen, BC",Canada,Current Employee,A Company all about People,2,4,2,5,2,5,3,0.5399016738,0.5575889349,0.461435318,0.2912584543,0.4093551934,0.314602375,0.512191236,0.4950450659,0.4999519587,0.4099279344,0.8005226254,0.7689518332,0.5963019133,0.812851131,0.601906836,0.002973416355,0.3545368314,0.4654987752,0.2769039571,0.02535526268,0.9777762294,0.93656075,0.1226879954,0.817658484,0.04648844525,0.0003257450007,0.09486909211,0.4098601341,0.166726619,0.005835682154
starbucks,2019-12,Barista,,,Current Employee,It's fast food that [pretends to not be fast food.,1,3,3,4,3,4,3,0.7592145801,0.1554244608,0.1053138524,1.12E-05,0.2072807699,0.0001067430348,0.2150655985,0.494859457,0.0873811841,0.5337732434,0.8533417583,0.08096496761,0.1078542024,0.0001750530209,0.7962460518,2.73E-05,0.02533529885,0.379537195,0.06134531647,0.003413901199,0.9956716299,0.01307259966,0.04870189354,5.68E-07,0.01087157056,5.69E-05,0.00363382278,0.306285888,0.08166655898,0.04868728295
starbucks,2019-12,Barista Trainer,,,Current Employee,great job,4,5,5,5,4,4,4,0.4423418641,0.4948802292,0.5748388171,0.5256912708,0.5731764436,0.4309024811,0.5156561136,0.4628711343,0.6353933811,0.350936234,0.5541740656,0.4171922803,0.5836898088,0.7061835527,0.6696200371,0.03647597134,0.4865975082,0.4496153593,0.4593597353,0.1205604821,0.4691696167,0.2986605465,0.3790738583,0.3605652452,0.4751896262,0.01422406361,0.4594027996,0.371789813,0.3827221096,0.5929169655
starbucks,2019-12,Barista,"Houston, TX",United States,Current Employee,Great place to work!,3,5,4,5,3,5,,0.5442633629,0.3968800008,0.6987870932,0.619934082,0.513499558,0.006055205595,0.461648941,0.3856068254,0.09268900007,0.0624473989,0.8613032699,0.005758089479,0.8834902048,0.02928152867,0.9690573215,0.07680690289,0.9912877679,0.3525795043,0.2647825181,0.000736670685,0.9340719581,0.2512931526,0.08970728517,5.84E-07,0.155736953,0.0001355620188,0.2045758069,0.3725208342,0.1090315655,0.02121369727
starbucks,2019-12,Barista,"Fresno, CA",United States,Current Employee,Great,5,5,5,4,3,3,,0.4941681921,0.4989888966,0.560097456,0.5028497577,0.4812172651,0.4168068469,0.4977353215,0.484064877,0.5308471322,0.4096265137,0.6438151598,0.2485237271,0.4480821192,0.08697209507,0.3730567396,0.008707996458,0.3305013776,0.3876116574,0.9506049752,0.1732362062,0.3941620886,0.3604002893,0.5220521688,0.4283564091,0.7105985284,0.01392074022,0.3896956444,0.3996928334,0.4867074192,0.2293052524
starbucks,2019-12,Barista,"Fairfax, VA",United States,Former Employee,Amazing Company that Treats Their Employees Wonderfully,4,5,5,5,4,5,5,0.5333272815,0.4975855649,0.5756292343,0.5485029817,0.3839160502,0.1550786197,0.5264655352,0.4646455646,0.9160924554,0.1027397811,0.9311987758,0.8305506706,0.1739332229,8.52E-07,0.1274969578,0.00616748631,0.1892563254,0.3635804355,0.5845526457,0.05592027307,0.8438554406,0.561509192,0.3282931447,0.03017028607,0.3743874729,0.002268200275,0.5013283491,0.3892755508,0.3152964711,0.02391958795
starbucks,2019-12,Store Manager,,,Current Employee,Not what you’d think,4,2,2,3,2,5,2,0.3578378558,0.3911916316,0.4285286963,0.2073330879,0.5175443292,0.1163255572,0.4313121736,0.4695628583,0.5649562478,0.5870437622,0.8896047473,0.4013501406,0.2370723486,0.007783238776,0.4771314263,5.47E-05,0.3810064197,0.3662771285,0.02466167882,0.0280888956,0.9045277238,0.7503551245,0.1908478439,9.04E-07,0.7111395001,0.00775897922,0.01319639292,0.5126751065,0.2031002194,0.096362032
starbucks,2019-12,Barista,,,Former Employee,"Decent pay, opportunities for advancement, and good benefits",2,4,,,,,,0.591983676,0.3445022702,0.6528957486,0.3348583579,0.7084993124,0.00369764748,0.2324956805,0.3672677279,0.4080294967,0.07544396073,0.7864222527,0.3645512164,0.6785011292,0.5802838802,0.5893332958,0.007293802686,0.3684310019,0.4451553524,0.2919909358,0.03022652678,0.9484812617,0.5289590955,0.1240900978,9.23E-07,0.06436511874,0.004416836891,0.5235435367,0.5937556624,0.3191917837,0.1685577929
starbucks,2019-12,Barista,"Loveland, CO",United States,Current Employee,Great company,2,4,5,4,4,3,4,0.5135684609,0.5294364095,0.56434232,0.5091574788,0.4564031065,0.2949878871,0.5034949183,0.4840077758,0.4752959311,0.3064805269,0.5636162162,0.3423471451,0.4849024117,0.1875883192,0.7416311502,0.0001646978635,0.3370214999,0.4857274294,0.9876037836,0.007681927644,0.824367702,0.009755059145,0.05646757036,5.73E-07,0.8882068992,0.0008271068218,0.3721579909,0.5430684686,0.08305597305,0.008537191898
starbucks,2019-12,Human Resources Coordinator,,,Former Employee,Excellent company,3,4,,,,,,0.5187250376,0.5399769545,0.5489766598,0.5102815628,0.4744532704,0.3959660828,0.4970814884,0.4778840244,0.5278694034,0.3092801869,0.5815064311,0.3492558897,0.7631597519,0.8455891609,0.6255742908,0.01827342622,0.4797321558,0.3659076989,0.3978828192,0.007301986217,0.4700185955,0.4244339764,0.4580608308,0.3560218215,0.4210046232,0.2211834043,0.4768252373,0.4370823205,0.6291698217,0.4359078109
starbucks,2019-12,Store Manager,"Los Angeles, CA",United States,Current Employee,SBUX,3,4,,,,,,0.5057339072,0.5394640565,0.4950684905,0.4858376086,0.464319706,0.4772356749,0.490732342,0.4895378053,0.4192011356,0.4974345565,0.7730012536,0.4962354898,0.3882916272,0.5674871206,0.3152672946,0.0007568910369,0.3887320459,0.5496371388,0.2823814452,0.07404828817,0.6533520818,0.590531528,0.3268779516,0.5843760371,0.5144093633,0.02717138082,0.2675468028,0.4134753644,0.3795055151,0.1805230975
starbucks,2019-12,Shift Supervisor,,,Former Employee,Good Part-Time Job,4,4,2,4,3,5,3,0.469555378,0.4482662976,0.5239062905,0.5067542195,0.5531330705,0.2174483836,0.4761235714,0.4388705194,0.5638936758,0.3358338475,0.8785207272,0.2437086552,0.4122919738,0.885317564,0.781388402,2.08E-05,0.2772037685,0.4595208466,0.0472304076,0.01003627107,0.6350631714,0.8632297516,0.2511530817,0.6565704346,0.4704681933,0.0002506788587,0.2175240964,0.4242485166,0.1461883336,0.2234673351
starbucks,2019-12,Supervisor,"Columbia, MO",United States,Former Employee,It was a job.,1,3,3,4,2,3,2,0.5146543384,0.3370625973,0.2842510641,0.4696606994,0.4394185841,0.09729560465,0.4607409537,0.4812010229,0.5415774584,0.4305793047,0.5033887625,0.4364484847,0.6250556707,0.4957098961,0.5799396038,0.01673942059,0.4358390868,0.3809932172,0.2474461943,0.1602657586,0.508087635,0.5291776061,0.4641730189,0.5136487484,0.4636999369,0.2392085642,0.5363641977,0.4917195141,0.6267883182,0.3849208951
starbucks,2019-12,Barista,"Toronto, ON",Canada,Former Employee,"Great place to work, usually very friendly people",3,5,5,5,5,5,3,0.508439064,0.3439251482,0.6702336073,0.7197214961,0.5997216702,0.02686432004,0.5252263546,0.4922188222,0.4839602113,0.02269468457,0.7645725608,0.3091526628,0.6575478911,0.1922103763,0.4159383476,0.001341497875,0.2545044422,0.3746957779,0.9489266276,0.02700057626,0.5373696685,0.5092104673,0.4416568577,0.6205092072,0.5797809958,0.2359041423,0.3646790087,0.4621728957,0.4056797922,0.455157131
starbucks,2020-1,Corporate Quality Assurance Manager,,,Current Employee,,4,1,,,,,,,,,,,,,,,,0.4659799933,0.5633072853,0.4567082524,0.565131247,0.4451489151,0.06826631725,0.4989536405,0.5055186749,0.8946768045,0.2689382136,0.6547008753,0.529517591,0.3877976239,0.7115278244,0.3117630482,0.007079588715,0.4542403817,0.4373674393,0.3552269042,0.4529848397
starbucks,2019-12,Shift Supervisor,"San Luis Obispo, CA",United States,Former Employee,some good some bad,4,4,4,5,4,3,5,0.4218480885,0.3799631298,0.4918458462,0.5389600992,0.5937267542,0.06723027676,0.5484508872,0.4523610175,0.6913405061,0.4462504983,0.5170510411,0.4438723326,0.5203858614,0.5834813714,0.6459231973,0.1590537131,0.4052825868,0.4069090784,0.4644947648,0.1433058381,0.7201409936,0.2237602472,0.3262593746,0.5093840957,0.4364202917,0.01029137988,0.3119784296,0.4842504859,0.3937411904,0.3490510881
starbucks,2019-12,Barista,"Las Vegas, NV",United States,Current Employee,You'll never get full time unless you're a shift or manager,3,4,5,4,4,4,3,0.5524903536,0.6193931699,0.2140795588,0.2480998784,0.4288905263,0.01547605824,0.3057730496,0.4377591908,0.3054157495,0.5678038001,0.6692662835,0.6004686356,0.4486832321,0.7509689927,0.6245856881,0.0305616837,0.4511387348,0.3958573341,0.7912452221,0.118137829,0.484134376,0.4422706366,0.446448952,0.4744153321,0.3974373341,0.009397103451,0.4186064899,0.5355764627,0.4015922248,0.7114303708
starbucks,2019-12,Barista,"Houston, TX",United States,Current Employee,Culture of Indifference,1,2,2,1,2,4,1,0.5308970809,0.4238139987,0.510499239,0.4699143767,0.4013942778,0.2924371362,0.4368668795,0.5402100682,0.2830507755,0.6801378727,0.8525686264,0.6724461913,0.5123681426,0.7804455161,0.3678074777,1.23E-05,0.175088048,0.4550149441,0.03730314597,0.125118956,0.8792289495,0.8980912566,0.2390328348,0.7687616348,0.2489457428,0.0009534681449,0.1435365379,0.371745944,0.2530144155,0.5415221453
starbucks,2019-12,Cashier/Barista,"Crestwood, MO",United States,Former Employee,Decent Job For Those 'in-between' Times,3,4,4,5,3,4,3,0.490852952,0.3057389855,0.3997571766,0.1459888816,0.5173797607,0.008066084236,0.3851358891,0.4175234735,0.2855474651,0.3548853099,0.9664259553,0.01675066352,0.08867517859,5.75E-07,0.4211298227,0.0007728011115,0.9961273074,0.3199765086,0.1428851485,0.001670366968,0.9953976274,0.0499154292,0.03901870921,5.73E-07,0.9823532104,0.003362720599,0.003955208231,0.1776738912,0.06386084855,0.0006801743875
starbucks,2019-12,Barista,,,Current Employee,Great position!,4,5,5,4,5,3,3,0.534663856,0.50927037,0.6645179987,0.5735018253,0.4474887848,0.06733539701,0.4678450227,0.428158462,0.07653290033,0.2040842772,0.844699204,0.06214629114,0.3462972641,0.9310984612,0.7223047614,0.0001504563261,0.3647198081,0.4416593313,0.040087156,0.00199137209,0.4871422946,0.1000987664,0.5004894733,0.7820211649,0.69706738,0.0005544244195,0.3279848397,0.4854020774,0.03908557072,0.07549394667
starbucks,2019-12,Shift Supervisor,"San Francisco, CA",United States,Former Employee,Good starter job,2,4,3,3,4,2,3,0.4418162704,0.5220804214,0.5127382278,0.5314189196,0.5254197121,0.3144002855,0.4761405587,0.4291156232,0.6372792125,0.4136948586,0.7998948693,0.3990130723,0.3726911247,0.1045832336,0.5628515482,0.0009564925567,0.07041249424,0.4160211086,0.2526372969,0.06112554669,0.8330810666,0.0559198074,0.2225767523,0.8529388309,0.8145729899,0.005538895726,0.05454477295,0.3836517036,0.3298029006,0.05773387849
starbucks,2019-12,Barista,"Sacramento, CA",United States,Current Employee,It's a great starter job.,5,4,5,5,5,5,5,0.4008251429,0.2840428948,0.3998371065,0.4142999649,0.4886205196,0.005639940035,0.4608210325,0.453104496,0.4826819003,0.2528488934,0.7819621563,0.02239744365,0.0839991942,0.7307656407,0.4314867556,8.69E-05,0.1963083744,0.268227607,0.1177479923,0.005276584066,0.9870344996,0.01180594694,0.05374099314,5.87E-07,0.7976566553,0.001096374937,0.004332653712,0.4196666777,0.08706767112,0.003252496012
starbucks,2019-12,Barista,"San Diego, CA",United States,Former Employee,"Beware, it’s a lot of work!",3,3,3,4,4,3,3,0.6328981519,0.1830439866,0.4526571631,0.05245001242,0.3562434316,7.79E-05,0.2323961109,0.3562592864,0.05785784498,0.2144570649,0.8866552711,0.04434955493,0.1458780915,0.7714574933,0.57361269,0.01526567992,0.5381497741,0.3430049717,0.3753603995,0.006930569652,0.9948369265,0.9534509182,0.04293294251,5.74E-07,0.02054391615,0.0006768993917,0.008241162635,0.3800998628,0.06844130158,0.2571640909
starbucks,2019-12,Barista,,,Current Employee,Fast Paced and Decent Benefits,2,5,4,5,5,4,4,0.5327262282,0.4601157308,0.4650144279,0.4707743824,0.4295789301,0.3759986162,0.4714939892,0.429084599,0.7675694227,0.3335106969,0.6463232636,0.6553804874,0.5025265217,0.5944851637,0.6308274269,0.0350490734,0.3735377789,0.3619747162,0.5031557083,0.07456760854,0.8068524003,0.763104558,0.2915298343,0.03745853156,0.2753356993,0.0007583036204,0.4008153677,0.4433162808,0.4341491461,0.6205826402
starbucks,2019-12,Barista,"Little Rock, AR",United States,Current Employee,"Great company values, but lacking those values at district/store level Mgt.",3,5,5,5,3,5,5,0.8862121701,0.7601174712,0.3634675741,0.6840664744,0.0703804642,2.79E-05,0.5420773625,0.539850235,0.07946304977,0.1267776638,0.5128619671,0.3552382886,0.682397902,0.9298813939,0.860981822,2.23E-05,0.2130436003,0.5208698511,0.01521268208,0.02048163302,0.9952982068,0.01520804036,0.04940174147,5.72E-07,0.0007804407505,0.004114153329,0.997020781,0.333686471,0.1118184328,0.9436873794
starbucks,2019-12,Shift Supervisor,,,Current Employee,Good company,1,5,,,,,,0.4970557988,0.5197421312,0.5266646147,0.5193431973,0.5061910748,0.3444794118,0.5010618567,0.4824694693,0.5681003332,0.3684713244,0.8246136308,0.6676240563,0.1209788397,2.42E-06,0.2254485339,2.67E-05,0.05581241101,0.3318829238,0.105885677,0.261329025,0.5430036187,0.4995137453,0.4411479831,0.394315064,0.4759142995,0.008166527376,0.4466975331,0.5181397796,0.1924834847,0.5092259645
starbucks,2019-12,Barista,,,Current Employee,Great Part time job to have as a student,1,5,5,5,5,5,5,0.5733264089,0.3894355893,0.5838638544,0.5158080459,0.549742341,0.004006405827,0.4212029874,0.401058048,0.1603152454,0.06622095406,0.4763572216,0.5622324944,0.5906059742,0.6267796159,0.5773576498,0.02612674423,0.5177283287,0.4681040347,0.5118417144,0.1101186946,0.392057389,0.2816445231,0.4965082407,0.529280901,0.5061026812,0.1003118157,0.4156396091,0.4130130708,0.6814134121,0.4769731164
starbucks,2019-12,Barista,,,Current Employee,Good Company,4,5,5,5,3,5,3,0.4920051992,0.5074586272,0.5266646147,0.5194304585,0.5018208027,0.3597328067,0.4992944896,0.4824694693,0.5418006182,0.3684713244,0.5949470997,0.2607084215,0.2931416929,0.4520279467,0.4745047987,0.0001616700029,0.533460021,0.5148745775,0.0422774069,0.2082881331,0.6063351035,0.3744026124,0.1864771396,0.5376210809,0.5904018879,0.0001544500992,0.4588292539,0.3483156264,0.1353126913,0.2387575805
starbucks,2020-1,Shift Supervisor,"Austin, TX",United States,Current Employee,Shift Supervisor,4,1,1,1,3,2,1,0.5097940564,0.5580940843,0.4564772844,0.455222398,0.4630002379,0.3949607611,0.4626580179,0.4996291697,0.3548521698,0.4598473012,0.3862958252,0.5127341151,0.4883697927,0.5346726179,0.5672203302,0.06869646162,0.5535620451,0.442163825,0.707210958,0.2655792236,0.5260383487,0.006602009758,0.04079123959,6.73E-07,0.6536602974,0.0001062227457,0.004355981015,0.3613462448,0.208145082,0.05844265595
starbucks,2019-12,Shift Manager,"Boston, MA",United States,Former Employee,Overworked but great benefits,2,4,,,,,,0.4702930748,0.4658530653,0.5427268744,0.5272291303,0.6002082825,0.4672906995,0.4935854971,0.4615687728,0.6468673348,0.3027223945,0.4066161811,0.1709158868,0.6342243552,0.7666332722,0.7654975057,0.05386816338,0.5675259829,0.483399868,0.5262339711,0.04429694265,0.6848138571,0.6793620586,0.3135432601,0.5353525877,0.3652314842,0.003443697467,0.4036756158,0.4852261543,0.2079338282,0.4320006371
starbucks,2019-12,Barista,,,Current Employee,Good Company,3,5,5,5,3,5,3,0.4920051992,0.5074586272,0.5266646147,0.5194304585,0.5018208027,0.3597328067,0.4992944896,0.4824694693,0.5418006182,0.3684713244,0.5949470997,0.2607084215,0.2931416929,0.4520279467,0.4745047987,0.0001616700029,0.533460021,0.5148745775,0.0422774069,0.2082881331,0.6063351035,0.3744026124,0.1864771396,0.5376210809,0.5904018879,0.0001544500992,0.4588292539,0.3483156264,0.1353126913,0.2387575805
starbucks,2020-1,Shift Supervisor,"Austin, TX",United States,Current Employee,Shift Supervisor,2,1,1,1,3,2,1,0.5097940564,0.5580940843,0.4564772844,0.455222398,0.4630002379,0.3949607611,0.4626580179,0.4996291697,0.3548521698,0.4598473012,0.3862958252,0.5127341151,0.4883697927,0.5346726179,0.5672203302,0.06869646162,0.5535620451,0.442163825,0.707210958,0.2655792236,0.5260383487,0.006602009758,0.04079123959,6.73E-07,0.6536602974,0.0001062227457,0.004355981015,0.3613462448,0.208145082,0.05844265595
starbucks,2019-12,Shift Manager,"Boston, MA",United States,Former Employee,Overworked but great benefits,4,4,,,,,,0.4702930748,0.4658530653,0.5427268744,0.5272291303,0.6002082825,0.4672906995,0.4935854971,0.4615687728,0.6468673348,0.3027223945,0.4066161811,0.1709158868,0.6342243552,0.7666332722,0.7654975057,0.05386816338,0.5675259829,0.483399868,0.5262339711,0.04429694265,0.6848138571,0.6793620586,0.3135432601,0.5353525877,0.3652314842,0.003443697467,0.4036756158,0.4852261543,0.2079338282,0.4320006371
starbucks,2019-12,Tea Partner,"Kent, WA",United States,Current Employee,A good place to start,4,4,5,3,3,3,4,0.492536515,0.3860622644,0.4555198252,0.3641757071,0.5883231759,0.3022890389,0.4729744792,0.4341493547,0.5196138024,0.2514950633,0.8045377135,0.8578961492,0.3374768496,9.89E-07,0.319719702,0.01120075956,0.04570133984,0.2960411012,0.3843150139,0.1003724933,0.6600263119,0.1383283585,0.2692805827,0.003286423627,0.3759689927,0.002550097182,0.3285911083,0.4098253548,0.5111477375,0.3180036843
starbucks,2019-12,Supervisor,,,Former Employee,Decent,5,4,4,5,3,4,4,0.4738031924,0.4994151294,0.4749360979,0.4988371432,0.494743526,0.4551295936,0.4985591173,0.4844085872,0.5626493692,0.5010625124,0.9006758928,0.08476006985,0.4330748916,0.7852678299,0.4715671539,0.001405324787,0.9220180511,0.4033091664,0.064389579,0.1591840088,0.7433162928,0.6523919106,0.3339588046,0.3204282522,0.2487426996,0.0001032196742,0.3405186534,0.5172353387,0.09360019863,0.4730008841
starbucks,2019-12,Barista,"Oakland, CA",United States,Current Employee,Barista,4,3,4,5,2,3,2,0.5088862181,0.5203607082,0.4912964702,0.4836214781,0.4690644443,0.4563826919,0.4853535891,0.4872877598,0.5938719511,0.5354609489,0.6287429929,0.4181640446,0.4904675186,0.4278800786,0.6956313848,0.005392807536,0.2575250864,0.373660028,0.349196732,0.04666591808,0.8510832787,0.6949411631,0.343896836,0.8049710393,0.4726264477,0.02195448428,0.3197029233,0.3439953923,0.2643224001,0.05281920731
starbucks,2019-12,Manager,"Phoenix, AZ",United States,Former Employee,used to be a great company!,3,3,2,1,1,3,1,0.6490266919,0.3129110932,0.5479816198,0.3806515038,0.471051842,0.02785401046,0.4468898177,0.3864785731,0.1121033803,0.06379527599,0.6411578655,0.5344438553,0.401551187,0.4618820846,0.531709075,0.006578562316,0.2636867166,0.4120149612,0.4017749727,0.2482644022,0.9923605323,0.1337290108,0.06669482589,0.3029346764,0.01128144469,0.0005237709265,0.6814462543,0.3987590373,0.07023579627,0.1317584068
starbucks,2019-12,Barista Trainer,"Houston, TX",United States,Current Employee,Very Loyal,4,5,5,4,4,4,2,0.445224762,0.4642175436,0.629001379,0.5293602347,0.5262470245,0.6146430373,0.4812005162,0.5009686947,0.5940577984,0.3799142838,0.7389212847,0.6371489167,0.2423225343,0.6313341856,0.3432931304,0.0004626884474,0.465034008,0.5496637225,0.06063630059,0.4125349522,0.6218336225,0.3330891728,0.1733769625,0.6061403751,0.1957608908,0.02765323035,0.4719330966,0.4982285202,0.6936385036,0.5510255098
starbucks,2019-12,Cashier/Barista,,,Former Employee,Good benefits and flexible schedule,4,5,,,,,,0.5545426607,0.4478575289,0.546645999,0.6064129472,0.6560650468,0.05596611649,0.4027476311,0.4517537355,0.4007395804,0.1158872917,0.9297653437,0.01394631062,0.1936079115,0.8458502293,0.6783869863,1.70E-05,0.06819787621,0.4805576205,0.9918518662,0.00141766842,0.5819015503,0.3088178933,0.2163708061,0.4830922484,0.3018079996,0.01938781701,0.3571384251,0.5211476088,0.7493956685,0.4985912442
starbucks,2019-12,Barista,,,Current Employee,-,4,5,5,4,4,5,4,0.5352395177,0.4709847569,0.4828619361,0.4729897678,0.4630463123,0.4087046683,0.4710223377,0.49631235,0.1883898675,0.4541725218,0.7923822999,0.03892095387,0.2631624341,0.8273437619,0.7332254648,2.69E-05,0.3372490704,0.5428011417,0.07149834186,0.007529795635,0.5820242763,0.1182245389,0.304825455,0.3225354552,0.6657930017,0.001777584082,0.4329739213,0.381107688,0.5589493513,0.147380352
starbucks,2019-12,Barista,"Irvine, CA",United States,Former Employee,Great Company for a PT Gig!,5,5,5,5,5,4,5,0.6633761525,0.5125671625,0.7061752677,0.6313911676,0.2926514447,0.02369876392,0.4483395219,0.3381596208,0.1044020653,0.04708118364,0.8345815539,0.06939314306,0.5507234335,0.9263943434,0.7094397545,3.26E-05,0.1830030978,0.4478826225,0.0183060281,0.01971771382,0.8176662326,0.3726893365,0.2579243481,0.7220641375,0.2323095351,0.01597499102,0.03939276189,0.3084406853,0.2716728449,0.06672646105
starbucks,2019-12,Shift Supervisor,,,Former Employee,Loved working there,3,5,5,5,5,5,,0.4475624859,0.4965161085,0.5558568239,0.5226633549,0.4983221292,0.7487713695,0.5049348474,0.4714677036,0.7020128965,0.3091253638,0.8168472052,0.3152692914,0.4103544652,0.08916892856,0.4319458008,0.001482048305,0.2228642106,0.4848088026,0.05080569908,0.1124163866,0.4383986294,0.4181898534,0.5534309745,0.3664577901,0.3654441237,0.1594391614,0.369661212,0.4557981789,0.4043428004,0.6302825212
