date,filter,text
31 December 2018,alexandriarealestate,alexandriarealestate's yearly stock price <b>increased</b> by 7.66%
31 December 2019,alexandriarealestate,alexandriarealestate's yearly stock price <b>increased</b> by 20.68%
31 December 2020,alexandriarealestate,alexandriarealestate's yearly stock price <b>increased</b> by 13.24%
31 December 2021,alexandriarealestate,alexandriarealestate's yearly stock price <b>increased</b> by 6.87%
31 December 2009,spectrum,spectrum's yearly stock price <b>decreased</b> by 1.44%
31 December 2010,spectrum,spectrum's yearly stock price <b>decreased</b> by 7.15%
31 December 2011,spectrum,spectrum's yearly stock price <b>decreased</b> by 14.30%
31 December 2012,spectrum,spectrum's yearly stock price <b>increased</b> by 29.26%
31 December 2013,spectrum,spectrum's yearly stock price <b>increased</b> by 33.34%
31 December 2014,spectrum,spectrum's yearly stock price <b>increased</b> by 37.32%
31 December 2015,spectrum,spectrum's yearly stock price <b>increased</b> by 4.74%
31 December 2016,spectrum,spectrum's yearly stock price <b>increased</b> by 9.55%
31 December 2017,spectrum,spectrum's yearly stock price <b>increased</b> by 21.74%
31 December 2018,spectrum,spectrum's yearly stock price <b>decreased</b> by 22.60%
31 December 2019,spectrum,spectrum's yearly stock price <b>decreased</b> by 30.38%
31 December 2020,spectrum,spectrum's yearly stock price <b>increased</b> by 1.06%
31 December 2021,spectrum,spectrum's yearly stock price <b>increased</b> by 50.20%
31 December 2009,cummins,cummins's yearly stock price <b>decreased</b> by 26.37%
31 December 2010,cummins,cummins's yearly stock price <b>increased</b> by 109.00%
31 December 2011,cummins,cummins's yearly stock price <b>increased</b> by 33.96%
31 December 2012,cummins,cummins's yearly stock price <b>increased</b> by 4.46%
31 December 2013,cummins,cummins's yearly stock price <b>increased</b> by 20.00%
31 December 2014,cummins,cummins's yearly stock price <b>increased</b> by 20.83%
31 December 2015,cummins,cummins's yearly stock price <b>decreased</b> by 11.13%
31 December 2016,cummins,cummins's yearly stock price <b>decreased</b> by 3.54%
31 December 2017,cummins,cummins's yearly stock price <b>increased</b> by 40.53%
31 December 2018,cummins,cummins's yearly stock price <b>decreased</b> by 2.72%
31 December 2019,cummins,cummins's yearly stock price <b>increased</b> by 11.34%
31 December 2020,cummins,cummins's yearly stock price <b>increased</b> by 17.51%
31 December 2021,cummins,cummins's yearly stock price <b>increased</b> by 30.38%
31 December 2009,ansys,ansys's yearly stock price <b>decreased</b> by 14.80%
31 December 2010,ansys,ansys's yearly stock price <b>increased</b> by 37.94%
31 December 2011,ansys,ansys's yearly stock price <b>increased</b> by 21.27%
31 December 2012,ansys,ansys's yearly stock price <b>increased</b> by 20.88%
31 December 2013,ansys,ansys's yearly stock price <b>increased</b> by 23.19%
31 December 2014,ansys,ansys's yearly stock price <b>decreased</b> by 2.25%
31 December 2015,ansys,ansys's yearly stock price <b>increased</b> by 14.12%
31 December 2016,ansys,ansys's yearly stock price <b>increased</b> by 0.64%
31 December 2017,ansys,ansys's yearly stock price <b>increased</b> by 34.81%
31 December 2018,ansys,ansys's yearly stock price <b>increased</b> by 36.13%
31 December 2019,ansys,ansys's yearly stock price <b>increased</b> by 22.35%
31 December 2020,ansys,ansys's yearly stock price <b>increased</b> by 45.14%
31 December 2021,ansys,ansys's yearly stock price <b>increased</b> by 27.48%
31 December 2009,INTC,INTC's yearly stock price <b>decreased</b> by 11.28%
31 December 2010,INTC,INTC's yearly stock price <b>increased</b> by 25.08%
31 December 2011,INTC,INTC's yearly stock price <b>increased</b> by 9.73%
31 December 2012,INTC,INTC's yearly stock price <b>increased</b> by 16.97%
31 December 2013,INTC,INTC's yearly stock price <b>decreased</b> by 3.92%
31 December 2014,INTC,INTC's yearly stock price <b>increased</b> by 36.40%
31 December 2015,INTC,INTC's yearly stock price <b>increased</b> by 9.08%
31 December 2016,INTC,INTC's yearly stock price <b>increased</b> by 7.00%
31 December 2017,INTC,INTC's yearly stock price <b>increased</b> by 16.82%
31 December 2018,INTC,INTC's yearly stock price <b>increased</b> by 33.10%
31 December 2019,INTC,INTC's yearly stock price <b>increased</b> by 7.40%
31 December 2020,INTC,INTC's yearly stock price <b>increased</b> by 10.39%
31 December 2009,cerner,cerner's yearly stock price <b>increased</b> by 35.73%
31 December 2010,cerner,cerner's yearly stock price <b>increased</b> by 40.74%
31 December 2011,cerner,cerner's yearly stock price <b>increased</b> by 40.68%
31 December 2012,cerner,cerner's yearly stock price <b>increased</b> by 27.16%
31 December 2013,cerner,cerner's yearly stock price <b>increased</b> by 31.29%
31 December 2014,cerner,cerner's yearly stock price <b>increased</b> by 16.54%
31 December 2015,cerner,cerner's yearly stock price <b>increased</b> by 16.23%
31 December 2016,cerner,cerner's yearly stock price <b>decreased</b> by 14.80%
31 December 2017,cerner,cerner's yearly stock price <b>increased</b> by 11.93%
31 December 2018,cerner,cerner's yearly stock price <b>decreased</b> by 3.14%
31 December 2019,cerner,cerner's yearly stock price <b>increased</b> by 7.55%
31 December 2020,cerner,cerner's yearly stock price <b>increased</b> by 9.30%
31 December 2021,cerner,cerner's yearly stock price <b>increased</b> by 11.59%
31 December 2009,alliancedata,alliancedata's yearly stock price <b>decreased</b> by 11.32%
31 December 2010,alliancedata,alliancedata's yearly stock price <b>increased</b> by 31.80%
31 December 2011,alliancedata,alliancedata's yearly stock price <b>increased</b> by 40.66%
31 December 2012,alliancedata,alliancedata's yearly stock price <b>increased</b> by 45.09%
31 December 2013,alliancedata,alliancedata's yearly stock price <b>increased</b> by 47.04%
31 December 2014,alliancedata,alliancedata's yearly stock price <b>increased</b> by 38.33%
31 December 2015,alliancedata,alliancedata's yearly stock price <b>increased</b> by 7.37%
31 December 2016,alliancedata,alliancedata's yearly stock price <b>decreased</b> by 24.67%
31 December 2017,alliancedata,alliancedata's yearly stock price <b>increased</b> by 11.51%
31 December 2018,alliancedata,alliancedata's yearly stock price <b>decreased</b> by 5.43%
31 December 2019,alliancedata,alliancedata's yearly stock price <b>decreased</b> by 34.89%
31 December 2020,alliancedata,alliancedata's yearly stock price <b>decreased</b> by 57.75%
31 December 2021,alliancedata,alliancedata's yearly stock price <b>increased</b> by 29.63%
31 December 2009,activisionblizzard,activisionblizzard's yearly stock price <b>decreased</b> by 21.73%
31 December 2010,activisionblizzard,activisionblizzard's yearly stock price <b>increased</b> by 2.00%
31 December 2011,activisionblizzard,activisionblizzard's yearly stock price <b>increased</b> by 5.66%
31 December 2012,activisionblizzard,activisionblizzard's yearly stock price <b>increased</b> by 2.64%
31 December 2013,activisionblizzard,activisionblizzard's yearly stock price <b>increased</b> by 31.66%
31 December 2014,activisionblizzard,activisionblizzard's yearly stock price <b>increased</b> by 35.37%
31 December 2015,activisionblizzard,activisionblizzard's yearly stock price <b>increased</b> by 35.24%
31 December 2016,activisionblizzard,activisionblizzard's yearly stock price <b>increased</b> by 38.35%
31 December 2017,activisionblizzard,activisionblizzard's yearly stock price <b>increased</b> by 49.38%
31 December 2018,activisionblizzard,activisionblizzard's yearly stock price <b>increased</b> by 23.78%
31 December 2019,activisionblizzard,activisionblizzard's yearly stock price <b>decreased</b> by 28.51%
31 December 2020,activisionblizzard,activisionblizzard's yearly stock price <b>increased</b> by 49.52%
31 December 2021,activisionblizzard,activisionblizzard's yearly stock price <b>increased</b> by 29.79%
31 December 2009,gap,gap's yearly stock price <b>increased</b> by 2.70%
31 December 2010,gap,gap's yearly stock price <b>increased</b> by 22.19%
31 December 2011,gap,gap's yearly stock price <b>decreased</b> by 3.56%
31 December 2012,gap,gap's yearly stock price <b>increased</b> by 53.12%
31 December 2013,gap,gap's yearly stock price <b>increased</b> by 35.71%
31 December 2014,gap,gap's yearly stock price <b>increased</b> by 6.64%
31 December 2015,gap,gap's yearly stock price <b>decreased</b> by 10.84%
31 December 2016,gap,gap's yearly stock price <b>decreased</b> by 28.95%
31 December 2017,gap,gap's yearly stock price <b>increased</b> by 9.20%
31 December 2018,gap,gap's yearly stock price <b>increased</b> by 21.30%
31 December 2019,gap,gap's yearly stock price <b>decreased</b> by 28.71%
31 December 2020,gap,gap's yearly stock price <b>decreased</b> by 24.80%
31 December 2021,gap,gap's yearly stock price <b>increased</b> by 45.72%
31 December 2011,generalmotors,generalmotors's yearly stock price <b>decreased</b> by 17.88%
31 December 2012,generalmotors,generalmotors's yearly stock price <b>decreased</b> by 16.87%
31 December 2013,generalmotors,generalmotors's yearly stock price <b>increased</b> by 42.69%
31 December 2014,generalmotors,generalmotors's yearly stock price <b>increased</b> by 4.70%
31 December 2015,generalmotors,generalmotors's yearly stock price <b>increased</b> by 2.98%
31 December 2016,generalmotors,generalmotors's yearly stock price <b>decreased</b> by 4.31%
31 December 2017,generalmotors,generalmotors's yearly stock price <b>increased</b> by 25.52%
31 December 2018,generalmotors,generalmotors's yearly stock price <b>increased</b> by 4.39%
31 December 2019,generalmotors,generalmotors's yearly stock price <b>increased</b> by 3.57%
31 December 2020,generalmotors,generalmotors's yearly stock price <b>decreased</b> by 16.14%
31 December 2021,generalmotors,generalmotors's yearly stock price <b>increased</b> by 67.77%
31 December 2009,campbellsoup,campbellsoup's yearly stock price <b>decreased</b> by 9.53%
31 December 2010,campbellsoup,campbellsoup's yearly stock price <b>increased</b> by 20.85%
31 December 2011,campbellsoup,campbellsoup's yearly stock price <b>decreased</b> by 2.61%
31 December 2012,campbellsoup,campbellsoup's yearly stock price <b>increased</b> by 5.12%
31 December 2013,campbellsoup,campbellsoup's yearly stock price <b>increased</b> by 30.70%
31 December 2014,campbellsoup,campbellsoup's yearly stock price <b>increased</b> by 5.45%
31 December 2015,campbellsoup,campbellsoup's yearly stock price <b>increased</b> by 13.26%
31 December 2016,campbellsoup,campbellsoup's yearly stock price <b>increased</b> by 26.04%
31 December 2017,campbellsoup,campbellsoup's yearly stock price <b>decreased</b> by 7.50%
31 December 2018,campbellsoup,campbellsoup's yearly stock price <b>decreased</b> by 22.19%
31 December 2019,campbellsoup,campbellsoup's yearly stock price <b>increased</b> by 5.85%
31 December 2020,campbellsoup,campbellsoup's yearly stock price <b>increased</b> by 21.66%
31 December 2021,campbellsoup,campbellsoup's yearly stock price <b>decreased</b> by 1.41%
31 December 2009,drhorton,drhorton's yearly stock price <b>decreased</b> by 11.04%
31 December 2010,drhorton,drhorton's yearly stock price <b>increased</b> by 13.88%
31 December 2011,drhorton,drhorton's yearly stock price <b>decreased</b> by 0.51%
31 December 2012,drhorton,drhorton's yearly stock price <b>increased</b> by 55.25%
31 December 2013,drhorton,drhorton's yearly stock price <b>increased</b> by 24.68%
31 December 2014,drhorton,drhorton's yearly stock price <b>increased</b> by 6.07%
31 December 2015,drhorton,drhorton's yearly stock price <b>increased</b> by 26.39%
31 December 2016,drhorton,drhorton's yearly stock price <b>increased</b> by 5.53%
31 December 2017,drhorton,drhorton's yearly stock price <b>increased</b> by 25.78%
31 December 2018,drhorton,drhorton's yearly stock price <b>increased</b> by 16.03%
31 December 2019,drhorton,drhorton's yearly stock price <b>increased</b> by 10.76%
31 December 2020,drhorton,drhorton's yearly stock price <b>increased</b> by 32.61%
31 December 2021,drhorton,drhorton's yearly stock price <b>increased</b> by 24.68%
31 December 2014,iqvia,iqvia's yearly stock price <b>increased</b> by 21.72%
31 December 2015,iqvia,iqvia's yearly stock price <b>increased</b> by 28.54%
31 December 2016,iqvia,iqvia's yearly stock price <b>increased</b> by 2.87%
31 December 2017,iqvia,iqvia's yearly stock price <b>increased</b> by 26.22%
31 December 2018,iqvia,iqvia's yearly stock price <b>increased</b> by 23.86%
31 December 2019,iqvia,iqvia's yearly stock price <b>increased</b> by 30.16%
31 December 2020,iqvia,iqvia's yearly stock price <b>increased</b> by 4.92%
31 December 2021,iqvia,iqvia's yearly stock price <b>increased</b> by 23.01%
31 December 2009,tranetechnologies,tranetechnologies's yearly stock price <b>decreased</b> by 25.05%
31 December 2010,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 51.45%
31 December 2011,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 8.22%
31 December 2012,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 7.55%
31 December 2013,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 42.98%
31 December 2014,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 27.92%
31 December 2015,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 5.74%
31 December 2016,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 5.34%
31 December 2017,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 35.87%
31 December 2018,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 10.93%
31 December 2019,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 28.45%
31 December 2020,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 22.75%
31 December 2021,tranetechnologies,tranetechnologies's yearly stock price <b>increased</b> by 36.84%
31 December 2009,deltaairlines,deltaairlines's yearly stock price <b>decreased</b> by 20.44%
31 December 2010,deltaairlines,deltaairlines's yearly stock price <b>increased</b> by 67.31%
31 December 2011,deltaairlines,deltaairlines's yearly stock price <b>decreased</b> by 26.32%
31 December 2012,deltaairlines,deltaairlines's yearly stock price <b>increased</b> by 8.50%
31 December 2013,deltaairlines,deltaairlines's yearly stock price <b>increased</b> by 98.95%
31 December 2014,deltaairlines,deltaairlines's yearly stock price <b>increased</b> by 89.45%
31 December 2015,deltaairlines,deltaairlines's yearly stock price <b>increased</b> by 23.66%
31 December 2016,deltaairlines,deltaairlines's yearly stock price <b>decreased</b> by 5.33%
31 December 2017,deltaairlines,deltaairlines's yearly stock price <b>increased</b> by 18.03%
31 December 2018,deltaairlines,deltaairlines's yearly stock price <b>increased</b> by 11.71%
31 December 2019,deltaairlines,deltaairlines's yearly stock price <b>increased</b> by 4.22%
31 December 2020,deltaairlines,deltaairlines's yearly stock price <b>decreased</b> by 35.63%
31 December 2021,deltaairlines,deltaairlines's yearly stock price <b>increased</b> by 16.38%
31 December 2009,apple,apple's yearly stock price <b>increased</b> by 3.41%
31 December 2010,apple,apple's yearly stock price <b>increased</b> by 76.99%
31 December 2011,apple,apple's yearly stock price <b>increased</b> by 40.09%
31 December 2012,apple,apple's yearly stock price <b>increased</b> by 58.64%
31 December 2013,apple,apple's yearly stock price <b>decreased</b> by 16.30%
31 December 2014,apple,apple's yearly stock price <b>increased</b> by 39.95%
31 December 2015,apple,apple's yearly stock price <b>increased</b> by 32.33%
31 December 2016,apple,apple's yearly stock price <b>decreased</b> by 11.05%
31 December 2017,apple,apple's yearly stock price <b>increased</b> by 46.64%
31 December 2018,apple,apple's yearly stock price <b>increased</b> by 27.49%
31 December 2019,apple,apple's yearly stock price <b>increased</b> by 11.90%
31 December 2020,apple,apple's yearly stock price <b>increased</b> by 79.62%
31 December 2009,davita,davita's yearly stock price <b>decreased</b> by 2.43%
31 December 2010,davita,davita's yearly stock price <b>increased</b> by 28.05%
31 December 2011,davita,davita's yearly stock price <b>increased</b> by 19.32%
31 December 2012,davita,davita's yearly stock price <b>increased</b> by 21.96%
31 December 2013,davita,davita's yearly stock price <b>increased</b> by 24.87%
31 December 2014,davita,davita's yearly stock price <b>increased</b> by 20.42%
31 December 2015,davita,davita's yearly stock price <b>increased</b> by 8.74%
31 December 2016,davita,davita's yearly stock price <b>decreased</b> by 10.87%
31 December 2017,davita,davita's yearly stock price <b>decreased</b> by 7.92%
31 December 2018,davita,davita's yearly stock price <b>increased</b> by 8.15%
31 December 2019,davita,davita's yearly stock price <b>decreased</b> by 15.66%
31 December 2020,davita,davita's yearly stock price <b>increased</b> by 48.55%
31 December 2021,davita,davita's yearly stock price <b>increased</b> by 34.67%
31 December 2009,netflix,netflix's yearly stock price <b>increased</b> by 54.40%
31 December 2010,netflix,netflix's yearly stock price <b>increased</b> by 166.12%
31 December 2011,netflix,netflix's yearly stock price <b>increased</b> by 63.42%
31 December 2012,netflix,netflix's yearly stock price <b>decreased</b> by 56.88%
31 December 2013,netflix,netflix's yearly stock price <b>increased</b> by 197.53%
31 December 2014,netflix,netflix's yearly stock price <b>increased</b> by 63.01%
31 December 2015,netflix,netflix's yearly stock price <b>increased</b> by 59.83%
31 December 2016,netflix,netflix's yearly stock price <b>increased</b> by 11.03%
31 December 2017,netflix,netflix's yearly stock price <b>increased</b> by 62.08%
31 December 2018,netflix,netflix's yearly stock price <b>increased</b> by 93.07%
31 December 2019,netflix,netflix's yearly stock price <b>increased</b> by 3.00%
31 December 2020,netflix,netflix's yearly stock price <b>increased</b> by 35.87%
31 December 2021,netflix,netflix's yearly stock price <b>increased</b> by 20.16%
31 December 2009,flowserve,flowserve's yearly stock price <b>decreased</b> by 20.52%
31 December 2010,flowserve,flowserve's yearly stock price <b>increased</b> by 35.58%
31 December 2011,flowserve,flowserve's yearly stock price <b>increased</b> by 5.06%
31 December 2012,flowserve,flowserve's yearly stock price <b>increased</b> by 14.04%
31 December 2013,flowserve,flowserve's yearly stock price <b>increased</b> by 47.43%
31 December 2014,flowserve,flowserve's yearly stock price <b>increased</b> by 24.60%
31 December 2015,flowserve,flowserve's yearly stock price <b>decreased</b> by 29.13%
31 December 2016,flowserve,flowserve's yearly stock price <b>decreased</b> by 8.94%
31 December 2017,flowserve,flowserve's yearly stock price <b>increased</b> by 0.77%
31 December 2018,flowserve,flowserve's yearly stock price <b>increased</b> by 2.83%
31 December 2019,flowserve,flowserve's yearly stock price <b>increased</b> by 4.83%
31 December 2020,flowserve,flowserve's yearly stock price <b>decreased</b> by 30.04%
31 December 2021,flowserve,flowserve's yearly stock price <b>increased</b> by 18.82%
31 December 2009,alliantenergy,alliantenergy's yearly stock price <b>decreased</b> by 18.98%
31 December 2010,alliantenergy,alliantenergy's yearly stock price <b>increased</b> by 37.89%
31 December 2011,alliantenergy,alliantenergy's yearly stock price <b>increased</b> by 20.95%
31 December 2012,alliantenergy,alliantenergy's yearly stock price <b>increased</b> by 15.95%
31 December 2013,alliantenergy,alliantenergy's yearly stock price <b>increased</b> by 18.08%
31 December 2014,alliantenergy,alliantenergy's yearly stock price <b>increased</b> by 19.12%
31 December 2015,alliantenergy,alliantenergy's yearly stock price <b>increased</b> by 9.65%
31 December 2016,alliantenergy,alliantenergy's yearly stock price <b>increased</b> by 24.71%
31 December 2017,alliantenergy,alliantenergy's yearly stock price <b>increased</b> by 15.16%
31 December 2018,alliantenergy,alliantenergy's yearly stock price <b>increased</b> by 5.39%
31 December 2019,alliantenergy,alliantenergy's yearly stock price <b>increased</b> by 21.39%
31 December 2020,alliantenergy,alliantenergy's yearly stock price <b>increased</b> by 9.17%
31 December 2021,alliantenergy,alliantenergy's yearly stock price <b>decreased</b> by 4.52%
31 December 2009,expeditors,expeditors's yearly stock price <b>decreased</b> by 17.36%
31 December 2010,expeditors,expeditors's yearly stock price <b>increased</b> by 31.89%
31 December 2011,expeditors,expeditors's yearly stock price <b>increased</b> by 14.34%
31 December 2012,expeditors,expeditors's yearly stock price <b>decreased</b> by 15.57%
31 December 2013,expeditors,expeditors's yearly stock price <b>increased</b> by 4.50%
31 December 2014,expeditors,expeditors's yearly stock price <b>increased</b> by 5.40%
31 December 2015,expeditors,expeditors's yearly stock price <b>increased</b> by 12.97%
31 December 2016,expeditors,expeditors's yearly stock price <b>increased</b> by 6.10%
31 December 2017,expeditors,expeditors's yearly stock price <b>increased</b> by 17.56%
31 December 2018,expeditors,expeditors's yearly stock price <b>increased</b> by 23.50%
31 December 2019,expeditors,expeditors's yearly stock price <b>increased</b> by 7.62%
31 December 2020,expeditors,expeditors's yearly stock price <b>increased</b> by 10.02%
31 December 2021,expeditors,expeditors's yearly stock price <b>increased</b> by 17.72%
31 December 2009,assurant,assurant's yearly stock price <b>decreased</b> by 49.47%
31 December 2010,assurant,assurant's yearly stock price <b>increased</b> by 36.55%
31 December 2011,assurant,assurant's yearly stock price <b>increased</b> by 5.84%
31 December 2012,assurant,assurant's yearly stock price <b>increased</b> by 2.56%
31 December 2013,assurant,assurant's yearly stock price <b>increased</b> by 39.73%
31 December 2014,assurant,assurant's yearly stock price <b>increased</b> by 31.24%
31 December 2015,assurant,assurant's yearly stock price <b>increased</b> by 9.87%
31 December 2016,assurant,assurant's yearly stock price <b>increased</b> by 20.03%
31 December 2017,assurant,assurant's yearly stock price <b>increased</b> by 20.61%
31 December 2018,assurant,assurant's yearly stock price <b>increased</b> by 0.83%
31 December 2019,assurant,assurant's yearly stock price <b>increased</b> by 16.78%
31 December 2020,assurant,assurant's yearly stock price <b>increased</b> by 8.27%
31 December 2021,assurant,assurant's yearly stock price <b>increased</b> by 15.31%
31 December 2009,loewscorp,loewscorp's yearly stock price <b>decreased</b> by 8.56%
31 December 2010,loewscorp,loewscorp's yearly stock price <b>increased</b> by 15.71%
31 December 2011,loewscorp,loewscorp's yearly stock price <b>increased</b> by 4.07%
31 December 2012,loewscorp,loewscorp's yearly stock price <b>increased</b> by 28.54%
31 December 2013,loewscorp,loewscorp's yearly stock price <b>increased</b> by 48.69%
31 December 2014,loewscorp,loewscorp's yearly stock price <b>increased</b> by 21.12%
31 December 2015,loewscorp,loewscorp's yearly stock price <b>increased</b> by 41.32%
31 December 2016,loewscorp,loewscorp's yearly stock price <b>increased</b> by 5.37%
31 December 2017,loewscorp,loewscorp's yearly stock price <b>increased</b> by 9.05%
31 December 2018,loewscorp,loewscorp's yearly stock price <b>increased</b> by 23.77%
31 December 2019,loewscorp,loewscorp's yearly stock price <b>increased</b> by 12.49%
31 December 2020,loewscorp,loewscorp's yearly stock price <b>increased</b> by 29.70%
31 December 2021,loewscorp,loewscorp's yearly stock price <b>increased</b> by 27.34%
31 December 2009,expediagroup,expediagroup's yearly stock price <b>decreased</b> by 6.91%
31 December 2010,expediagroup,expediagroup's yearly stock price <b>increased</b> by 40.67%
31 December 2011,expediagroup,expediagroup's yearly stock price <b>increased</b> by 10.63%
31 December 2012,expediagroup,expediagroup's yearly stock price <b>increased</b> by 20.33%
31 December 2013,expediagroup,expediagroup's yearly stock price <b>increased</b> by 30.00%
31 December 2014,expediagroup,expediagroup's yearly stock price <b>increased</b> by 34.83%
31 December 2015,expediagroup,expediagroup's yearly stock price <b>increased</b> by 39.54%
31 December 2016,expediagroup,expediagroup's yearly stock price <b>increased</b> by 4.39%
31 December 2017,expediagroup,expediagroup's yearly stock price <b>increased</b> by 21.05%
31 December 2018,expediagroup,expediagroup's yearly stock price <b>decreased</b> by 10.08%
31 December 2019,expediagroup,expediagroup's yearly stock price <b>increased</b> by 3.73%
31 December 2020,expediagroup,expediagroup's yearly stock price <b>decreased</b> by 24.11%
31 December 2021,expediagroup,expediagroup's yearly stock price <b>increased</b> by 51.09%
31 December 2014,tcs,tcs's yearly stock price <b>decreased</b> by 31.64%
31 December 2015,tcs,tcs's yearly stock price <b>decreased</b> by 39.38%
31 December 2016,tcs,tcs's yearly stock price <b>decreased</b> by 66.02%
31 December 2017,tcs,tcs's yearly stock price <b>decreased</b> by 14.20%
31 December 2018,tcs,tcs's yearly stock price <b>increased</b> by 53.65%
31 December 2019,tcs,tcs's yearly stock price <b>decreased</b> by 16.86%
31 December 2020,tcs,tcs's yearly stock price <b>decreased</b> by 10.91%
31 December 2021,tcs,tcs's yearly stock price <b>increased</b> by 164.97%
31 December 2009,dexcom,dexcom's yearly stock price <b>decreased</b> by 4.27%
31 December 2010,dexcom,dexcom's yearly stock price <b>increased</b> by 95.31%
31 December 2011,dexcom,dexcom's yearly stock price <b>increased</b> by 13.41%
31 December 2012,dexcom,dexcom's yearly stock price <b>decreased</b> by 7.08%
31 December 2013,dexcom,dexcom's yearly stock price <b>increased</b> by 92.20%
31 December 2014,dexcom,dexcom's yearly stock price <b>increased</b> by 81.48%
31 December 2015,dexcom,dexcom's yearly stock price <b>increased</b> by 82.30%
31 December 2016,dexcom,dexcom's yearly stock price <b>decreased</b> by 2.92%
31 December 2017,dexcom,dexcom's yearly stock price <b>decreased</b> by 6.99%
31 December 2018,dexcom,dexcom's yearly stock price <b>increased</b> by 44.23%
31 December 2019,dexcom,dexcom's yearly stock price <b>increased</b> by 54.70%
31 December 2020,dexcom,dexcom's yearly stock price <b>increased</b> by 126.09%
31 December 2021,dexcom,dexcom's yearly stock price <b>increased</b> by 10.18%
31 December 2009,moodys,moodys's yearly stock price <b>decreased</b> by 25.16%
31 December 2010,moodys,moodys's yearly stock price <b>increased</b> by 4.77%
31 December 2011,moodys,moodys's yearly stock price <b>increased</b> by 35.75%
31 December 2012,moodys,moodys's yearly stock price <b>increased</b> by 23.89%
31 December 2013,moodys,moodys's yearly stock price <b>increased</b> by 55.46%
31 December 2014,moodys,moodys's yearly stock price <b>increased</b> by 41.23%
31 December 2015,moodys,moodys's yearly stock price <b>increased</b> by 18.98%
31 December 2016,moodys,moodys's yearly stock price <b>decreased</b> by 3.00%
31 December 2017,moodys,moodys's yearly stock price <b>increased</b> by 29.73%
31 December 2018,moodys,moodys's yearly stock price <b>increased</b> by 32.32%
31 December 2019,moodys,moodys's yearly stock price <b>increased</b> by 21.05%
31 December 2020,moodys,moodys's yearly stock price <b>increased</b> by 36.16%
31 December 2021,moodys,moodys's yearly stock price <b>increased</b> by 4.02%
31 December 2009,fidelity,fidelity's yearly stock price <b>decreased</b> by 22.24%
31 December 2010,fidelity,fidelity's yearly stock price <b>increased</b> by 19.02%
31 December 2011,fidelity,fidelity's yearly stock price <b>increased</b> by 14.31%
31 December 2012,fidelity,fidelity's yearly stock price <b>increased</b> by 7.37%
31 December 2013,fidelity,fidelity's yearly stock price <b>increased</b> by 16.68%
31 December 2014,fidelity,fidelity's yearly stock price <b>increased</b> by 9.26%
31 December 2015,fidelity,fidelity's yearly stock price <b>increased</b> by 0.69%
31 December 2016,fidelity,fidelity's yearly stock price <b>decreased</b> by 4.12%
31 December 2017,fidelity,fidelity's yearly stock price <b>increased</b> by 8.02%
31 December 2018,fidelity,fidelity's yearly stock price <b>increased</b> by 6.35%
31 December 2019,fidelity,fidelity's yearly stock price <b>increased</b> by 1.45%
31 December 2020,fidelity,fidelity's yearly stock price <b>increased</b> by 18.39%
31 December 2021,fidelity,fidelity's yearly stock price <b>increased</b> by 15.69%
31 December 2009,microchiptechnology,microchiptechnology's yearly stock price <b>decreased</b> by 15.30%
31 December 2010,microchiptechnology,microchiptechnology's yearly stock price <b>increased</b> by 32.98%
31 December 2011,microchiptechnology,microchiptechnology's yearly stock price <b>increased</b> by 24.97%
31 December 2012,microchiptechnology,microchiptechnology's yearly stock price <b>decreased</b> by 1.81%
31 December 2013,microchiptechnology,microchiptechnology's yearly stock price <b>increased</b> by 18.58%
31 December 2014,microchiptechnology,microchiptechnology's yearly stock price <b>increased</b> by 24.23%
31 December 2015,microchiptechnology,microchiptechnology's yearly stock price <b>increased</b> by 4.19%
31 December 2016,microchiptechnology,microchiptechnology's yearly stock price <b>increased</b> by 19.29%
31 December 2017,microchiptechnology,microchiptechnology's yearly stock price <b>increased</b> by 53.25%
31 December 2018,microchiptechnology,microchiptechnology's yearly stock price <b>increased</b> by 7.92%
31 December 2019,microchiptechnology,microchiptechnology's yearly stock price <b>increased</b> by 6.47%
31 December 2020,microchiptechnology,microchiptechnology's yearly stock price <b>increased</b> by 16.77%
31 December 2021,microchiptechnology,microchiptechnology's yearly stock price <b>increased</b> by 44.52%
31 December 2009,coopercompanies,coopercompanies's yearly stock price <b>decreased</b> by 13.68%
31 December 2010,coopercompanies,coopercompanies's yearly stock price <b>increased</b> by 56.63%
31 December 2011,coopercompanies,coopercompanies's yearly stock price <b>increased</b> by 63.88%
31 December 2012,coopercompanies,coopercompanies's yearly stock price <b>increased</b> by 20.90%
31 December 2013,coopercompanies,coopercompanies's yearly stock price <b>increased</b> by 40.21%
31 December 2014,coopercompanies,coopercompanies's yearly stock price <b>increased</b> by 22.73%
